"","AlignID","Factor","tmean","FoundIn","A_060223_002","A_060223_003","A_060223_004","A_060223_005","A_060223_SHB22","A_062923_003","A_062923_004","A_062923_005","A_062923_006","A_062923_007","Q_102623_012","Q_102623_But1","Q_102623_But2","Q_102623_But3","Q_102623_But4","Q_102623_But5","A_060223_SHB1","A_060223_SHB10","A_060223_SHB11","A_060223_SHB12","A_060223_SHB13","A_060223_SHB16","A_060223_SHB17","A_060223_SHB21","A_060223_SHB23","A_060223_SHB24","A_060223_SHB4","A_060223_SHB8","A_062923_SHB1","A_062923_SHB10","A_062923_SHB12","A_062923_SHB5","A_062923_SHB7","A_20210825_001","A_20210825_004","A_20210825_011","A_20210825_014","A_20210825_016","A_20220308_009","A_20220308_010","A_20220308_012","A_20220308_018","Q_102623_004","Q_102623_005","Q_102623_009","Q_102623_010","Q_102623_017","A_060223_SHB14","A_060223_SHB18","A_060223_SHB5","A_060223_SHB6","A_060223_SHB7","A_060223_SHB9","A_062923_SHB11","A_062923_SHB16","A_062923_SHB18","A_062923_SHB19","A_062923_SHB21","A_062923_SHB3","A_062923_SHB4","A_062923_SHB6","A_20210825_002","A_20210825_012","A_20210825_017","A_20220308_004","A_20220308_006","A_20220308_011","A_20220308_014","A_20220308_015","A_20220308_016","Q_102623_001","Q_102623_002","Q_102623_006","Q_102623_008","Q_102623_011","Q_102623_014","Q_102623_015","Q_102623_016","Q_102623_018","Q_102623_021","Q_102623_022","Q_102623_027","A_060223_SHB15","A_060223_SHB19","A_060223_SHB2","A_060223_SHB20","A_060223_SHB3","A_062923_SHB13","A_062923_SHB14","A_062923_SHB15","A_062923_SHB17","A_062923_SHB2","A_062923_SHB20","A_062923_SHB22","A_062923_SHB8","A_062923_SHB9","A_20210825_013","A_20210825_015","A_20210825_018","A_20220308_005","A_20220308_007","A_20220308_008","A_20220308_013","A_20220308_017","Q_102623_003","Q_102623_007","Q_102623_013","Q_102623_019","Q_102623_020","Q_102623_023","Q_102623_024","A_20210825_019","A_20220308_003","Q_102623_025","Q_102623_026"
"1600",308,"Factor #308",20.7059,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806203,303083,294608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402336,246592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381231,0,285233,0,0,0,0,0,0,0,0,0,0,0,0,1043637,0,0,0
"1601",309,"Factor #309",20.7765,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7045286,2242475,9780521,2774665,1515674,0,0,0,0,0,0,0,0,0,0,0,0,352562,524977,0,0,0,0,0,0,0,0,0,2624837,1820220,0,45650603,3894385,0,2640513,0,2256851,3908950,1447170,5657564,0,0,0,0,0,0,0,0,335520,0,0,651906,0,0,0,0,0,0,0,0,0,0,3752683,7121939,1464396,0,0,3199417,4411666,0,0,0,0
"1602",1227,"Factor #1227",20.8192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1603",310,"Factor #310",20.8448,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254148,61344,259891,0,0,0,0,130994,0,0,0,0,170092,389919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118468,74731,0,0,214352,221298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267767,0,0,238341,0,0,370169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1604",1515,"Factor #1515",20.8506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1605",311,"Factor #311",20.8512,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347478,0,0,0,0,0,95225,66261,0,0,89971,209710,432634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60215,196649,0,0,0,0,136531,86977,266648,0,272607,225837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214500,480297,0,0,0,0,285024,2027607,0,0,156236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1606",1596,"Factor #1596",20.8577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1607",1551,"Factor #1551",20.8627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1608",1154,"Factor #1154",20.8943,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1609",1146,"Factor #1146",20.8944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
